Price,Close,High,Low,Open,Volume
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL
Date,,,,,
2020-06-11,81.53695678710938,85.2169228066109,81.43500939497191,84.7921247209598,201662400
2020-06-12,82.24090576171875,84.42558161332404,81.12915175448484,83.67794024802434,200146000
2020-06-15,83.25799560546875,83.91097154593938,80.73105294291301,80.8936931849323,138808800
2020-06-16,85.46452331542969,85.73640033379766,83.6779473563593,85.31402459590804,165428800
2020-06-17,85.34557342529297,86.27041892651324,85.22420254683476,86.20973348728414,114406400
2020-06-18,85.37957000732422,85.7970861704287,84.77028576142695,85.30189085886494,96820400
2020-06-19,84.89166259765625,86.55201562081369,83.78233079369242,86.0859555132038,264476000
2020-06-22,87.11273956298828,87.25595632121572,85.23877276466217,85.2848942945191,135445200
2020-06-23,88.97215270996094,90.39219373833417,87.93807025920542,88.35801624501319,212155600
2020-06-24,87.401611328125,89.52074989472776,87.02778688442697,88.6007564046994,192623200
2020-06-25,88.5619125366211,88.60075211142514,86.79718241483171,87.55696539217314,137522400
2020-06-26,85.84077453613281,88.67842646058456,85.69269820221506,88.45753055778336,205256800
2020-06-29,87.81912994384766,87.91380280361521,85.27034099055639,85.74854264287053,130646000
2020-06-30,88.55218505859375,88.83862594589743,87.38702765304257,87.40644373304936,140223200
2020-07-01,88.38469696044922,89.17360766512026,88.33615305412683,88.6298685038104,110737200
2020-07-02,88.38469696044922,89.92853837615466,88.27061544704088,89.29255616257464,114041600
2020-07-06,90.7490234375,91.21751333373977,89.78290840638297,89.81446602565468,118655600
2020-07-07,90.46742248535156,91.90687927040253,90.35576335568992,91.12768033499084,112424400
2020-07-08,92.57442474365234,92.60598235802769,91.35828614347145,91.4456770300409,117092000
2020-07-09,92.9725341796875,93.52112558076603,91.92388788228862,93.46772209132743,125642800
2020-07-10,93.13516998291016,93.19343305098592,91.95544841683225,92.56715507244024,90257200
2020-07-13,92.70550537109375,97.05301113101872,92.49189143951854,94.44110745330646,191649200
2020-07-14,94.2396469116211,94.43140759023446,91.15197107556455,92.08652103195597,170989200
2020-07-15,94.88774871826172,96.3660450887598,93.68860387905283,96.11602138224647,153198000
2020-07-16,93.72017669677734,94.57705491810681,93.1206041798998,93.75901627207651,110577600
2020-07-17,93.53084564208984,94.32703847766767,93.05749615234998,94.17168757232892,92186800
2020-07-20,95.50189971923828,95.64026431606665,93.2735318869254,93.61822848479565,90318000
2020-07-21,94.18379211425781,96.36846770453698,93.93376842635256,96.29321836016966,103433200
2020-07-22,94.4483871459961,95.13049087467405,93.79784103025683,93.88522450495746,89001600
2020-07-23,90.14944458007812,94.25906118948085,89.33868791358677,94.18138204100602,197004400
2020-07-24,89.92610931396484,90.27080586872148,86.55685253817205,88.34586551167968,185438800
2020-07-27,92.05738067626953,92.14962372831235,90.7660001713413,90.98931843723298,121214000
2020-07-28,90.54512023925781,91.80495076068121,90.54026066225798,91.62774658169793,103625600
2020-07-29,92.28070068359375,92.46518677635112,90.99174263799479,91.02815241738375,90329200
2020-07-30,93.39732360839844,93.50170078916014,91.04515531955397,91.45295970570953,158130000
2020-07-31,103.17496490478516,103.32546361824967,97.89775374108596,99.89795098088912,374336800
2020-08-03,105.77473449707031,108.39634285363456,104.76007559751676,105.05864325676774,308151200
2020-08-04,106.48112487792969,107.57346303949086,105.24071035791958,105.96408362952798,173071600
2020-08-05,106.8670654296875,107.18748634754088,105.73588787997431,106.20195534302388,121776800
2020-08-06,110.59558868408203,111.0907840336135,106.60977244976479,107.19963324982751,202428800
2020-08-07,108.08110809326172,110.57369742283494,107.2834798046482,110.11651887547455,198045600
2020-08-10,109.65204620361328,110.67096868829299,106.99895752533313,109.52802230986417,212403600
2020-08-11,106.3910140991211,109.41373301574056,106.13081029496767,108.91521808960395,187902400
2020-08-12,109.92684173583984,110.18461136167227,107.2883431931704,107.48288378658236,165598000
2020-08-13,111.87226104736328,112.87659322672799,110.81929001611167,111.30808301896154,210082000
2020-08-14,111.7725830078125,111.86255822594228,109.9608929550016,111.69719796444708,165565200
2020-08-17,111.4807357788086,112.92036115953931,110.85333616279125,112.89604173415177,119561600
2020-08-18,112.4096908569336,112.83525485693279,110.89711451437223,111.23270331319974,105633600
2020-08-19,112.55073547363281,113.96604157696903,112.45589935232542,112.8182343383738,145538000
2020-08-20,115.0481948852539,115.1624895192386,112.57505670786055,112.59208104980983,126907200
2020-08-21,120.97691345214844,121.46083817482683,115.99659572706068,116.00875173086001,338054800
2020-08-24,122.423828125,125.27146481367004,120.5562117393656,125.18634310109493,345937600
2020-08-25,121.41949462890625,121.76481270817138,119.6953532443396,121.29547815768062,211495600
2020-08-26,123.07067108154297,123.52784957595809,121.66995525546206,122.73751646542577,163022400
2020-08-27,121.59945678710938,124.00693190797273,120.45407621046918,123.67377724193759,155552400
2020-08-28,121.40248107910156,122.99286935955308,121.17875271683349,122.57460040324597,187630000
2020-08-31,125.51949310302734,127.426026441553,122.56243764607389,124.0993334865447,225702700
2020-09-01,130.519287109375,131.12238232990026,126.96887253695941,129.13802940462026,151948100
2020-09-02,127.81510925292969,134.21559397124165,123.53515699483128,133.83623463401244,200119000
2020-09-03,117.58210754394531,125.32493919241067,117.21247750644518,123.44760124139313,257599600
2020-09-04,117.65995025634766,120.32519508764499,107.86468180279036,116.79423196346733,332607200
2020-09-08,109.74203491210938,115.7437026686739,109.6058549976613,110.84120348479703,231366600
2020-09-09,114.1192626953125,115.88960896039349,112.11546621430013,114.06090199664179,176940500
2020-09-10,110.39373016357422,117.21248334746296,109.43074171443638,117.07630346258478,182274400
2020-09-11,108.94440460205078,112.08628667869145,106.99896880558559,111.4442893036586,180860300
2020-09-14,112.21271514892578,112.76716394445175,109.72256019656312,111.59017641083511,140150100
2020-09-15,112.3878173828125,115.5880598889027,110.51047170055435,115.10170098076587,184642000
2020-09-16,109.07083892822266,112.83525930246253,108.98329789268679,112.08626989830371,154679000
2020-09-17,107.32966613769531,109.13892163117578,105.74413897781598,106.72658592069983,178011000
2020-09-18,103.92515563964844,107.85493604325933,103.19561736370885,107.38803570255637,287104900
2020-09-21,107.0767822265625,107.18378178328017,100.28720839881021,101.68792447129736,195713800
2020-09-22,108.75958251953125,109.7809392501185,106.18188610459384,109.60584973691063,183055400
2020-09-23,104.19754028320312,109.05140034753937,103.8570830937395,108.574770672038,150718700
2020-09-24,105.26753234863281,107.24214849866884,102.13537952254174,102.30073978447857,167743300
2020-09-25,109.21674346923828,109.37238186529035,104.73251422513682,105.4717817638898,149981400
2020-09-28,111.82364654541016,112.17382557575709,109.70312127108637,111.8722854078883,137672400
2020-09-29,110.97736358642578,112.16408041867875,110.47155362609944,111.42482027829774,99382200
2020-09-30,112.65044403076172,114.0608892683136,110.52019713326597,110.68555737521241,142675200
2020-10-01,113.60372161865234,114.50834954010315,112.66991334832385,114.43053032893033,116120400
2020-10-02,109.93655395507812,112.22244654459766,109.15838422824464,109.81010332254509,144712000
2020-10-05,113.32161712646484,113.46752627225055,110.45210275141814,110.80228173280487,106243800
2020-10-06,110.07276153564453,112.95200563980481,109.18758468115253,112.54345848013615,161498200
2020-10-07,111.94037628173828,112.3975548762922,111.01628983580524,111.49292694400957,96849000
2020-10-08,111.8333740234375,113.22436086595617,111.46373648547903,113.0784517020909,83477200
2020-10-09,113.7787857055664,113.8079660479228,111.78471153708273,112.134890487853,100506900
2020-10-12,121.006103515625,121.76482226057634,116.02578539059424,116.78450413554557,240226800
2020-10-13,117.796142578125,121.96910348541796,116.38570451532449,121.85237465945383,262330500
2020-10-14,117.88367462158203,119.67347184273211,116.35650794568298,117.69885586154554,150712000
2020-10-15,117.41675567626953,117.8933852834975,114.92660067544894,115.48104948176437,112559200
2020-10-16,115.77287292480469,118.23385526990404,115.56860307094232,117.97121729976094,115393800
2020-10-19,112.81580352783203,117.1346651236104,112.50453415677372,116.68721586654202,120639300
2020-10-20,114.30406951904297,115.73396585696945,112.47535532523321,113.02980416838349,124423700
2020-10-21,113.68153381347656,115.47133103249566,113.27298669065874,113.4869857975519,89946000
2020-10-22,112.59208679199219,114.81961147307034,111.4637305673421,114.24570410467129,101988000
2020-10-23,111.90145874023438,113.37026472424279,111.16219112016253,113.2146263110706,82572600
2020-10-26,111.91117858886719,113.37025519408711,109.80037545983436,110.89955125203169,111850700
2020-10-27,113.41888427734375,114.08033262151682,111.41508815584027,112.33916701816054,92276800
2020-10-28,108.16621398925781,112.28081345722651,108.06894369566764,111.9111833730848,143937800
2020-10-29,112.17381286621094,113.73988906858685,109.138930754146,109.30429841508608,146129200
2020-10-30,105.89006805419922,108.93467231945372,104.78117027471363,108.03004440237355,190272600
2020-11-02,105.80250549316406,107.66039994190102,104.39206773628062,106.13323338437135,122866900
2020-11-03,107.42695617675781,108.44830541372347,105.7636096297727,106.66823748036964,107624400
2020-11-04,111.81391143798828,112.43645025464208,109.2848465676762,111.02601237155882,138235500
2020-11-05,115.7825927734375,116.35650010587017,113.68152628924997,114.73205582071998,126387100
2020-11-06,115.65106964111328,116.14800627447282,113.15661069606604,115.29054042608115,114457900
2020-11-09,113.34173583984375,118.86655905479424,113.0786522061061,117.41471118065078,154515300
2020-11-10,113.00069427490234,114.57921088296683,111.20780194427195,112.59144977903753,138023400
2020-11-11,116.4305648803711,116.56697971266742,113.45866182357159,114.18945875403799,112295000
2020-11-12,116.1577377319336,117.44394006005354,115.5341249324846,116.55724363092018,103162300
2020-11-13,116.20646667480469,116.60596516096147,114.85205685711352,116.38185824859463,81581900
2020-11-16,117.2198257446289,117.8921538375377,115.12487314428873,115.8751546907103,91183000
2020-11-17,116.33311462402344,117.58034006561653,115.91412413029607,116.4890215212476,74271000
2020-11-18,115.00794219970703,116.75211168169893,114.97871151334662,115.57309358284304,76322100
2020-11-19,115.60234832763672,116.01159288995271,113.81920174805022,114.57922948779476,74113000
2020-11-20,114.33562469482422,115.72901129196754,114.28690935456355,115.60234248642783,73604300
2020-11-23,110.93497467041016,114.60845147390663,110.83753656463605,114.17971488763942,127959300
2020-11-24,112.22117614746094,112.8837656693911,109.70723289360379,110.99344264268959,113874200
2020-11-25,113.05916595458984,113.76073225947121,112.22118480532058,112.59146004070323,76499200
2020-11-27,113.60482025146484,114.48177809334693,113.24429850772803,113.58533560344574,46691300
2020-11-30,116.00183868408203,117.87267708944432,113.81918644377502,113.97509336124737,169410200
2020-12-01,119.57785034179688,120.30864717087333,116.93723869148661,117.91163446358856,127728200
2020-12-02,119.92864227294922,120.21121795981708,117.7947129955284,118.89577762307528,89004200
2020-12-03,119.79222869873047,120.61071764794492,119.08091645415566,120.35737264430932,78967600
2020-12-04,119.11992645263672,119.7143086844661,118.40861400938022,119.46096361006691,78260400
2020-12-07,120.58150482177734,121.38050924323434,119.11991082393762,119.17837220495473,86712000
2020-12-08,121.19537353515625,121.78001709074977,119.93840178511279,121.18563492753421,82225500
2020-12-09,118.66193389892578,122.72516309946796,117.90190627108922,121.34152267781417,115089200
2020-12-10,120.08454132080078,120.69841545820569,117.07366174152065,117.41469879893988,81312200
2020-12-11,119.27581787109375,119.61685498411975,117.46344071723955,119.29530252010173,86939800
2020-12-14,118.66193389892578,120.19173519532912,118.42808095975704,119.46093825563229,79184500
2020-12-15,124.60576629638672,124.62525838078408,120.95178104734528,121.15640332920535,157243700
2020-12-16,124.53754425048828,125.0832036047306,123.31954931044656,124.14779181691584,98208600
2020-12-17,125.40478515625,126.26225855082929,124.76168011031554,125.5996614182619,94359800
2020-12-18,123.41699981689453,125.79452841437983,122.8908250895469,125.65811357033245,192541500
2020-12-21,124.94679260253906,125.0247460652675,120.28918099826035,121.81898239256174,121251600
2020-12-22,128.50332641601562,130.9685466687522,126.33041301688388,128.2402353796709,168904800
2020-12-23,127.60688018798828,129.03922833172223,127.43148121301886,128.776152171418,88223700
2020-12-24,128.5910186767578,130.0428738137408,127.74329906375385,127.95766733547217,54930100
2020-12-28,133.19015502929688,133.8235063080633,130.0915688691176,130.55928952566094,124486200
2020-12-29,131.41671752929688,135.23634614006411,130.90028909902065,134.5153029790497,121047300
2020-12-30,130.29623413085938,132.50811721089653,129.9844202745973,132.10861128309938,96452100
2020-12-31,129.29261779785156,131.29013272873263,128.3474524139923,130.64702774975748,99116600
2021-01-04,126.0965805053711,130.18904042592823,123.51442981152032,130.10134836082602,143301900
2021-01-05,127.65557861328125,128.36689819774932,125.14163585794874,125.58986443353002,97664900
2021-01-06,123.35852813720703,127.69459465788168,123.14415983466812,124.44985429829092,155088000
2021-01-07,127.56792449951172,128.25975221212653,124.58627507251094,125.0734730800105,109578200
2021-01-08,128.66900634765625,129.2341578626651,126.89559833144519,129.03926675065185,105158200
2021-01-11,125.67757415771484,126.83710761276025,125.20986830687416,125.88220383076441,100384500
2021-01-12,125.50221252441406,126.36942440251761,123.61188183396051,125.20989073972784,91951100
2021-01-13,127.53868103027344,128.08434036510624,125.20013677581811,125.46321296847564,88636800
2021-01-14,125.60938262939453,127.64586655028748,125.46321431935365,127.4509903383349,90221800
2021-01-15,123.88469696044922,126.8858381851589,123.74828212605794,125.48270567821912,111598500
2021-01-19,124.55704498291016,125.41451823804258,123.6898331200979,124.5083222083043,90757300
2021-01-20,128.64947509765625,129.09770370348497,125.25858190800798,125.36576603974312,104319500
2021-01-21,133.3655548095703,136.09386615455463,130.16953762113462,130.37416729095122,120150900
2021-01-22,135.50927734375,136.26930513798973,131.5629700317484,132.79070380672675,114459400
2021-01-25,139.2606658935547,141.37510329816405,133.04401504155618,139.40683420534555,157611700
2021-01-26,139.49453735351562,140.60534821810342,137.75036015705467,139.92327397986588,98390600
2021-01-27,138.42269897460938,140.605351455325,136.8149514568833,139.75761679075893,140843800
2021-01-28,133.57994079589844,138.35448999967483,133.19992695994156,135.9477307492471,142621100
2021-01-29,128.58128356933594,133.2388945668448,126.8760908230651,132.35219077043976,177523800
2021-02-01,130.70547485351562,131.91373120913244,127.5776572470742,130.32546101984542,106239800
2021-02-02,131.53372192382812,132.81991691760996,131.16344668453948,132.25476545115475,83305400
2021-02-03,130.51058959960938,132.2937358859012,130.189037167514,132.28398241128824,89880900
2021-02-04,133.8722381591797,133.88197676464856,131.1439269498007,132.81015030717464,84183100
2021-02-05,133.45751953125,134.1015854508509,132.57925865202728,134.033283551068,75693800
2021-02-08,133.6039276123047,133.65272320012699,131.66197638343067,132.74517291566528,71297200
2021-02-09,132.72560119628906,134.55045423223498,132.56947622112,133.32087140442766,76774200
2021-02-10,132.12060546875,133.6819746696006,131.15450660056266,133.18428060554035,73046600
2021-02-11,131.8668670654297,133.09643505279266,130.53970793560018,132.61826227921486,64280000
2021-02-12,132.10110473632812,132.257244658681,130.46168022259064,131.10574623455432,60145100
2021-02-16,129.97372436523438,132.72561913740805,129.58337464875356,132.21818684146174,80576300
2021-02-17,127.68045806884766,129.02713844569294,126.34354574073313,128.0805609185362,97918500
2021-02-18,126.5777587890625,126.86074929343846,124.33329640042257,126.08006478126129,96856700
2021-02-19,126.73388671875,127.55361366522426,125.68973288562044,127.094962062069,87668800
2021-02-22,122.9573745727539,126.5875458704134,122.5670322120621,124.91883209232695,103916400
2021-02-23,122.82073974609375,123.65021250049017,115.53112373320839,120.77145192783192,158273000
2021-02-24,122.32307434082031,122.52800241368946,119.27842017800822,121.92297880193146,111039900
2021-02-25,118.0683364868164,123.40624834822879,117.62920604594376,121.66923290454905,148199500
2021-02-26,118.3318099975586,121.83511493787971,118.27325381762451,119.62968743773787,164560400
2021-03-01,124.70411682128906,124.84073549345864,119.82485725763502,120.76167420043748,116307900
2021-03-02,122.0986099243164,125.61167577926304,121.99126560430425,125.30916402931615,102260900
2021-03-03,119.11250305175781,122.67436464921909,118.89781440194187,121.79609628413596,112966300
2021-03-04,117.22909545898438,120.61530301450836,115.75556433244158,118.80997834389994,178155000
2021-03-05,118.48794555664062,118.99539275523834,114.73091692483256,118.05857574839611,153766600
2021-03-08,113.55014038085938,118.07809310772461,113.40376109045417,118.00978376489019,154376600
2021-03-09,118.1659164428711,119.1124940848032,115.92146128458052,116.15566368258474,129525800
2021-03-10,117.08271789550781,119.21982856056245,116.56551011841668,118.75142380321871,111943300
2021-03-11,119.0149154663086,120.23473053231106,118.33182200741135,119.58091144377221,103026500
2021-03-12,118.10736083984375,118.24397951783547,116.28252245017181,117.49257678888105,88105100
2021-03-15,120.99588775634766,121.00564836102156,117.51209640376013,118.47819524715763,92403800
2021-03-16,122.5377197265625,124.14787681040363,121.70824712129857,122.66457779013874,115227900
2021-03-17,121.747314453125,122.82075031264465,119.38574662798862,121.05446033066085,111932600
2021-03-18,117.61943054199219,120.20543961497017,117.41450253253255,119.91268106136539,121229700
2021-03-19,117.09247589111328,118.49770511150997,116.78996416261775,117.00465278741832,185549500
2021-03-22,120.4103775024414,120.87878973760397,117.35596342731434,117.42427276940472,111912300
2021-03-23,119.58090209960938,121.23984748167706,119.19055981995824,120.35182605450146,95467100
2021-03-24,117.1900634765625,119.93221266793454,117.17054971237121,119.85414272084951,88530500
2021-03-25,117.6780014038086,118.72217030027896,116.12640013534126,116.65336116382848,98844700
2021-03-26,118.28302001953125,118.5465042288051,116.04831804624526,117.44378670396847,94071200
2021-03-29,118.45867919921875,119.61994551573255,117.81462072071783,118.7124028156756,80819200
2021-03-30,117.0046615600586,117.49258758203952,115.98977454091903,117.20958959587135,85671900
2021-03-31,119.20033264160156,120.53724522159463,118.2244805650353,118.71240660331843,118323800
2021-04-01,120.02978515625,121.1812907100269,119.5320985965673,120.67385099174045,75089100
2021-04-05,122.8597640991211,123.11348769511308,120.09810124646425,120.87878579790437,88651200
2021-04-06,123.16226959228516,124.06005156938677,122.61579490103361,123.44526754172878,80171300
2021-04-07,124.81147003173828,124.830983795515,122.11811647580448,122.79145672607788,83466700
2021-04-08,127.21208953857422,127.24136391246265,125.41652511857986,125.83613440452882,88844600
2021-04-09,129.78831481933594,129.82734234724018,126.34355848189794,126.66559142580684,106686700
2021-04-12,128.07083129882812,129.64195373047176,127.4755609392533,129.31992075985053,91420000
2021-04-13,131.18377685546875,131.4082335358879,128.7441468621112,129.2418409105608,91266500
2021-04-14,128.84173583984375,131.7400174141813,128.48067537183306,131.68146867778168,87222800
